Key,Source,Context,Changes,English
challenge_drunkanddisorderly,,Challenge Info,KgNone,"Пьяный дебош"
challenge_drunkanddisorderly_offer,,Challenge Info,KgNone,"Слушай, бродяга,\nЕсли у тебя эта записка, то знай, мы наблюдаем за тобой. Ты очень хитёр, но давай посмотрим, сможешь ли ты выполнить это задание, и, возможно, ты сможешь присоединиться к нашей маленькой команде весёлых выживших.\n\nБезумие - это моё второе имя... Джейк\n\nИспытание: убить несколько зомби кулаками в состоянии опьянения"
challenge_drunkanddisorderly_subtitle,,Challenge Info,KgNone,"Пьяным убить зомби кулаками"
challenge_imalumberjackandimokay,,Challenge Info,KgNone,"Я лесоруб и мне хорошо"
challenge_imalumberjackandimokay_offer,,Challenge Info,KgNone,"Эй, недоносок,\nМы следим за тобой и знаем, кто ты. Мне кажется, что ты можешь хорошо позаботиться о себе, но давай посмотрим, сможешь ли ты справиться с этим испытанием. Сделай это, и мы, возможно, пригласим тебя в наш частный клуб. Тебе лучше одеться потеплее.\n\nЯ схожу с ума, Сумасшедший Джейк\n\nИспытание: убить несколько зомби-дровосеков пожарным топором"
challenge_imalumberjackandimokay_subtitle,,Challenge Info,KgNone,"Убить несколько снежных зомби"
challenge_itsybitsyspider,,Challenge Info,KgNone,"Милашка паучок"
challenge_itsybitsyspider_offer,,Challenge Info,KgNone,"Эй, болван,\nЕсли ты читаешь эту записку, то должен понять, как не удивительно, что мы оценили тебя. У меня дельце для простаков, как ты. Сделай это, и возможно, мы примем тебя.\n\nБезумнее, чем когда-либо... Джейк\n\nИспытание: убить несколько зомби-пауков"
challenge_itsybitsyspider_subtitle,,Challenge Info,KgNone,"Убить несколько зомби-пауков"
challenge_killthewabbit,,Challenge Info,KgNone,"Убить кволика"
challenge_killthewabbit_offer,,Challenge Info,EnChanged KgNone,"Привет, выживший,\nЕсли ты поднял эту записку, то знай, мы наблюдаем за тобой. Ты обладаешь навыками выживания, но давай посмотрим, сможешь ли ты справиться с этим испытанием, и мы, возможно, позволим тебе присоединиться к нам.\n\nУдачи, Скользкий Вилли\n\nИспытание: убить несколько кроликов с дробовика"
challenge_killthewabbit_subtitle,,Challenge Info,KgNone,"Убить кроликов с дробовика"
challenge_ladykiller,,Challenge Info,KgNone,"Сердцеед"
challenge_ladykiller_offer,,Challenge Info,KgNone,"Дорогой незнакомец,\nМоя команда следовала за тобой и сказала, что в тебе есть потенциал. Они сказали, что если ты сможешь пройти это испытание, то у нас может найтись свободное место для новобранца.\n\nСумасшедший, «как лиса», Джейк\n\nИспытание: убить несколько зомби-женщин"
challenge_ladykiller_subtitle,,Challenge Info,KgNone,"Убить несколько зомби-женщин"
challenge_maneater,,Challenge Info,KgNone,"Людоед"
challenge_maneater_offer,,Challenge Info,KgNone,"Эй, мудак,\nПустошь - пустое, безлюдное место. Мы присматривали за тобой и думаю, ты смог бы стать отличным дополнением к нашему клану. Но прежде чем мы примем ещё один рот, который нужно будет кормить, тебе нужно доказать, что ты достоин. Выполни это задание, и будем считать, что ты принят.\n\nСумасшедший, «но всё ещё пинающийся», Джейк\n\nИспытание: убить несколько зомби-мужчин"
challenge_maneater_subtitle,,Challenge Info,KgNone,"Убить несколько зомби-мужчин"
challenge_nailsomechicks,,Challenge Info,KgNone,"Пригвозди курочку"
challenge_nailsomechicks_offer,,Challenge Info,KgNone,"Привет, друг,\nЕсли ты читаешь эту записку, то знай, мы наблюдаем за тобой. Мы хотим добавить в наши ряды несколько новичков, и я думаю, что ты можешь стать одним из них. Выполни эту работу, и мы, возможно, выделим ещё одно местечко для цыплёнка в нашем курятнике. Ну, если ты курочка, ха-ха.\n\nСкользче, чем гусиное дерьмо... Вилли\n\nИспытание: убить несколько кур с гвоздомёта"
challenge_nailsomechicks_subtitle,,Challenge Info,KgNone,"Убить кур с гвоздомёта"
challenge_nurseyoubacktohealth,,Challenge Info,KgNone,"Мы вас вылечим"
challenge_nurseyoubacktohealth_offer,,Challenge Info,KgNone,"Эй, выживший,\nЕсли у тебя эта записка, то знай, что мы следуем за тобой. Нам нравится твой стиль, но прежде чем мы проложим красную ковровую дорожку к нашему лагерю давай посмотрим, сможешь ли ты справиться с этим небольшим заданием.\n\nСумасшедший, «и мне это нравится», Джейк\n\nИспытание: убить несколько зомби-медсестёр"
challenge_nurseyoubacktohealth_subtitle,,Challenge Info,KgNone,"Убить несколько зомби-медсестёр"
challenge_silenceofthelambs,,Challenge Info,KgNone,"Молчание ягнят"
challenge_silenceofthelambs_offer,,Challenge Info,KgNone,"Дорогой выживший,\nЕсли ты нашёл эту записку, то знай, я со своей командой наблюдаем за тобой издалека. Ты очень хорош в выживании, но давай посмотрим, сможешь ли ты пройти этот тест, и, возможно, мы позволим тебе присоединиться к нашему клану.\n\nУдачи, Сумасшедший Джейк\n\nИспытание: убить баньши."
challenge_silenceofthelambs_subtitle,,Challenge Info,KgNone,"Убить несколько баньши"
challenge_stagparty,,Challenge Info,KgNone,"Вечеринка оленей"
challenge_stagparty_offer,,Challenge Info,KgNone,"Ну и как твои делишки,\nДруг, если ты читаешь это, то знай, мои парни следят за тобой. Это пустяковое дело для нас, и мы можем взять тебя в наши ряды. Если не позволишь дороге сломать тебя, где господь расщепит тебя.\n\nСкользкий, «как стёклышко», Вилли\n\nИспытание: убить несколько оленей"
challenge_stagparty_subtitle,,Challenge Info,KgNone,"Убить оленей"
challenge_thatlldopig,,Challenge Info,KgNone,"Что сделает свинка"
challenge_thatlldopig_offer,,Challenge Info,EnChanged KgNone,"Приветствую, странник,\nЕсли ты держишь эту записку в руках, то знай, мои парни прилипли к тебе, как мухи на дерьмо. Это всё потому, что мы думаем, что ты можешь стать частью Скользкого Вилли. Итак, если ты выполнишь это маленькое задание, возможно, мы смогли бы принять тебя, как родного.\n\nЯ не городской пройдоха... Вилли\n\nИспытание: убить несколько кабанов"
challenge_thatlldopig_subtitle,,Challenge Info,EnChanged KgNone,"Убить кабанов"
challenge_yournothingspecial,,Challenge Info,KgNone,"В тебе нет ничего особенного"
challenge_yournothingspecial_offer,,Challenge Info,KgNone,"Слушай, ублюдок,\nЕдинственная причина, почему ты не мёртв - ты мне нравишься. Верно, мы наблюдаем за тобой. Нам бы пригодился человек с твоими талантами, поэтому, если ты справишься с этой маленькой задачкой, ты сможешь вступить в сумасшедшую команду.\n\nЯ схожу с ума, и мне это нравится, Сумасшедший Джейк\n\nИспытание: убить несколько особых заражённых"
challenge_yournothingspecial_subtitle,,Challenge Info,KgNone,"Убить несколько особых заражённых"
treasure_claude_offer,,Challenge Info,KgNone,"Привет, друг,\nЯ даже не знаю тебя, но я должен поделиться своими мыслями в мой самый тёмный час. Я был укушен одним из монстров, и я чувствую, как превращаюсь. Пока я борюсь с желанием сожрать свою семью, мне хотел бы сделать последнее доброе дело. Следуй этой карте, чтобы отыскать один из моих личных тайников.\n\nС уважением, Клод"
treasure_claude_subtitle,,Challenge Info,KgNone,"Карта сокровищ Клода"
treasure_jennifer_offer,,Challenge Info,KgNone,"Тому, кто найдёт эту записку,\nДруг, конец близок. Монстры ломают дверь, и в эти последние минуты я могу думать только о том, что хотела бы запомнить. Не как трусиха, а как человек, который думает о других. Я оставляю вам эту карту, чтобы вы нашли один из моих закопанных сундуков.\n\nДа благословит вас Бог, Дженифер"
treasure_jennifer_subtitle,,Challenge Info,KgNone,"Карта сокровищ Дженнифер"
treasure_nickole_offer,,Challenge Info,KgNone,"Кому-то это может пригодиться,\nЕсли вы завладели этой запиской, скорее всего, что я была сожрана мертвяками. Следуйте этой карте, чтобы отыскать один из моих многочисленных тайников с сокровищами, которые я закопала, чтобы спрятать от Сумасшедшего Джейка. Если вы найдёте их, то вещи в них могут быть для вас полезны.\n\nС наилучшими пожеланиями, Николь"
treasure_nickole_subtitle,,Challenge Info,KgNone,"Карта сокровищ Николь"
treasure_raphael_offer,,Challenge Info,KgNone,"Дорогой незнакомец,\nЯ в холодном поту, и мои дни сочтены. Всё, о чём я могу думать в свой последний час, что мой сын, Джошуа, всё ещё жив. У меня нет оснований доверять тебе, но у меня нет выбора. Сумасшедший Джейк похитил его. В твоих руках карта, где отмечен один из моих тайников с припасами. Обещай мне, если найдёшь его, то поможешь моему сыну.\n\nЯ рассчитываю на тебя, Рафаэль"
treasure_raphael_subtitle,,Challenge Info,KgNone,"Карта сокровищ Рафаэля"
treasure_sarah_offer,,Challenge Info,KgNone,"Если вы нашли эту записку,\nЭто может быть вашим счастливым днём. Я была укушена одним из существ, и меня накрыло лихорадкой. У меня мало времени, но меньшее, что я успею сделать, прежде чем превращусь, помочь кому-то, как хотелось бы, чтобы Бог помог мне. Итак, я отметила для вас на этой карте место одного из моих закопанных сундуков с припасами.\n\nК новой жизни, Сара"
treasure_sarah_subtitle,,Challenge Info,KgNone,"Карта сокровищ Сары"
treasure_stephan_offer,,Challenge Info,KgNone,"Дорогой друг,\nЕсли вы получили эту записку, то я, скорее всего, мёртв или ещё хуже - стал одним из этих монстров. Я оставляю вам карту с пометкой одного из множества закопанных мной тайников с припасами. Если вы найдёте его, обещайте мне, что используете его содержимое во благо мира.\n\nВаш покорный слуга, Стефан"
treasure_stephan_subtitle,,Challenge Info,KgNone,"Карта сокровищ Стефана"
treasure_taylor_offer,,Challenge Info,KgNone,"Дорогой выживший,\nЕсли вы читаете эту записку, значит произошло что-то ужасное, и, скорее всего, я мёртв. Но я не хочу, чтобы все мои тайники с припасами стали пылью, и хочу, чтобы вы забрали один из них. Я отметил для вас место на этой карте.\n\nУдачи, Тейлор"
treasure_taylor_subtitle,,Challenge Info,KgNone,"Карта сокровищ Тейлора"
difficulty_easy,,Difficulty,KgNone,"Легко"
difficulty_hard,,Difficulty,KgNone,"Тяжело"
difficulty_insane,,Difficulty,KgNone,"Невозможно"
difficulty_medium,,Difficulty,KgNone,"Средне"
difficulty_veryeasy,,Difficulty,KgNone,"Очень легко"
completed,,Keywords,KgNone,"Завершено"
failed,,Keywords,KgNone,"Провалено"
ObjectiveAnimalKill_keyword,,Keywords,KgNone,"Убить"
ObjectiveAssemble_keyword,,Keywords,KgNone,"Собрать"
ObjectiveBlockActivate_keyword,,Keywords,KgNone,"Активировать"
ObjectiveBlockPickup_keyword,,Keywords,KgNone,"взять"
ObjectiveBlockPlace_keyword,,Keywords,KgNone,"разместить"
ObjectiveBlockUpgrade_keyword,,Keywords,KgNone,"улучшить"
ObjectiveBuff_keyword,,Keywords,KgNone,"получить"
ObjectiveCraft_keyword,,Keywords,KgNone,"сделать"
ObjectiveExchangeItemFrom_keyword,,Keywords,KgNone,"Заполнить"
ObjectiveFetch_keyword,,Keywords,KgNone,"Собрать"
ObjectiveFetchContainer_keyword,,Keywords,KgNone,"Найти"
ObjectiveGoto_keyword,,Keywords,KgNone,"Найти {0}"
ObjectiveLocateSupplies_keyword,,Keywords,New,"Найти припасы"
ObjectiveNearby_keyword,,Keywords,New,"Рядом"
ObjectiveOpenWindow_keyword,,Keywords,KgNone,"Открыть окно «{0}»"
ObjectiveRallyPointActivate,,Keywords,New,"Активировать пункт сбора"
ObjectiveRallyPointHeadTo,,Keywords,New,"Дойти до пункта сбора"
ObjectiveRepair_keyword,,Keywords,KgNone,"Починить"
ObjectiveScrap_keyword,,Keywords,KgNone,"переработать"
ObjectiveSpendSkillPoints_keyword,,Keywords,KgNone,"Приобрести {0} уровня навыков"
ObjectiveTime_keyword,,Keywords,KgNone,"Время"
ObjectiveTreasureChest_keyword,,Keywords,New,"Найти сокровище"
ObjectiveWaitForActivate_keyword,,Keywords,New,"Дождаться активации"
ObjectiveWear_keyword,,Keywords,KgNone,"Надеть"
ObjectiveZombieKill_keyword,,Keywords,KgNone,"Убить"
optional,,Keywords,KgNone,"Необязательно"
RequirementBuff_keyword,,Keywords,KgNone,"Эффект"
RequirementHolding_keyword,,Keywords,KgNone,"Использовать"
RequirementLevel_keyword,,Keywords,KgNone,"Уровень"
RequirementWearing_keyword,,Keywords,KgNone,"Надеть"
RewardExp_keyword,,Keywords,KgNone,"ОПЫТ"
RewardLevel_keyword,,Keywords,KgNone,"Уровень"
RewardQuest_keyword,,Keywords,KgNone,"Новое задание"
RewardRecipe_keyword,,Keywords,KgNone,"Открыт рецепт"
RewardSkill_keyword,,Keywords,KgNone,"Навык"
RewardSkillPoint_keyword,,Keywords,KgNone,"Очко навыков"
RewardTypeChainQuest,,Keywords,KgNone,"Награда за серию"
RewardTypeQuest,,Keywords,KgNone,"Награда"
started,,Keywords,KgNone,"Начато"
Tip_keyword,,Keywords,KeyTrunk FrNone GrNone KgNone SpNone,"Совет"
poiLockoutBedroll,,POI Lockout,New,"Внутри объекта, который вы ищите, находится спальник. Пожалуйста, возвращайтесь позже."
poiLockoutLandClaim,,POI Lockout,New,"Внутри объекта, который вы ищите, находится блок защиты. Пожалуйста, возвращайтесь позже."
poiLockoutPlayerInside,,POI Lockout,New,"Внутри объекта, который вы ищите, находится игрок. Пожалуйста, возвращайтесь позже."
poiLockoutQuestLock,,POI Lockout,New,"Эта область в данный момент недоступна для выполнения задания. Пожалуйста, возвращайтесь позже."
airDropTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Выброски припасов могут происходить примерно в середине дня. Слушайте самолёты и двигайтесь в сторону оранжевого дыма, чтобы найти сброшенный с самолёта ящик. Вы также можете найти ящики по метке на вашей карте, если метка авиа-грузов включена в настройках."
airDropTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Авиа-грузы"
alternateAmmoTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Некоторые виды оружия имеют более одного типа боеприпасов. Удерживайте клавишу «Перезарядка», чтобы просмотреть и зарядить возможные типы боеприпасов."
alternateAmmoTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Альтернативные боеприпасы"
augmentGunsTip,,Popup Tip,EnChanged,"Такие предметы как оружие, оружие ближнего боя и броня могут быть улучшены с помощью обвесов.\nКаждый обвес, установленный на оружие, увеличивает его урон.\n\nНажмите «Обвесы» и поместите обвес в свободный слот."
augmentGunsTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Обвесы оружия"
batteryBankTip,,Popup Tip,,"Аккумуляторный блок обеспечивает энергией электрические компоненты. Ему требуется как минимум один аккумулятор для работы, но поставить можно шесть. Максимальная выходная энергия определяется количеством установленных аккумуляторов и их качеством. Подключив к аккумуляторному блоку внешний источник питания, можно заряжать установленные в него аккумуляторы. Если аккумуляторы отсутствуют в блоке, то он работает как обычное реле, передавая энергию дальше по линии. Требуется инструмент электропроводки, чтобы добавлять и отрезать провода между электрическими компонентами."
batteryBankTip_title,,Popup Tip,,"Аккумуляторный блок"
bedrollTip,,Popup Tip,EnChanged,"После размещения спального мешка вы увидите иконку кровати на компасе и карте. Это поможет вам не заблудиться по дороге домой и будет в качестве точки возрождения в случае смерти. Вы можете иметь только один активный спальный мешок, поэтому последний размещённый спальный мешок будет становиться активным спальным мешком. Размещённый и активный спальник будет препятствовать появления врагов."
bedrollTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Спальный мешок"
cameraTip,,Popup Tip,,"Если у вас есть самонаводящийся электрический предмет, например, автоматическая турель, датчик движения или прожектор, вы можете установить настройки наведения, открыв их, нажав на область обзора камеры, и, удерживая клавишу основного действия, направьте его в нужное положение. После этого нажмите ЕSС и выйдите из компонента."
cameraTip_title,,Popup Tip,,"Камера"
campfireTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Костры используются для обогрева, приготовления пищи, очистке воды и для простых химикатов. Вы должны поместить древесину или горящие объекты в слоты «топливо», чтобы использовать его, и иметь в инвентаре все ингредиенты рецепта. Изготавливайте больше рецептов в костре, добавив кастрюлю, гриль или мензурку в слоты «посуда». Удерживайте E, чтобы подниматься рабочие станции в области вашего защитного блока."
campfireTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Костры"
cementMixerTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Бетономешалка может изготавливать бетон и асфальт, с помощью которых можно сделать стены базы прочнее, а также может измельчать камни до песка. Чтобы изготавливать рецепты здесь, вы должны иметь все ингредиенты у себя в инвентаре. Удерживайте E, чтобы подниматься рабочие станции в области вашего защитного блока."
cementMixerTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Бетономешалка"
chemistryStationTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Химическая лаборатория позволяет вам изготавливать дополнительные химические вещества, жидкости и соединения. А некоторые рецепты, доступные в костре, в лаборатории требуют меньше ресурсов. Чтобы изготавливать рецепты здесь, вы должны иметь все ингредиенты у себя в инвентаре. Удерживайте E, чтобы подниматься рабочие станции в области вашего защитного блока."
chemistryStationTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Химическая лаборатория"
coldWeatherTip,,Popup Tip,EnChanged,"Если вы замёрзли, то можете бороться с этим, надев одежду, зайдя в помещение, встав рядом с костром или взяв в руки факел. Предметы с высоким показателем сопротивляемости холоду лучше и обеспечивают большую защиту от холодной погоды. Вы можете проверить показатель сопротивляемости холоду предмета, осмотрев его."
coldWeatherTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Холодная погода"
encumbranceTip,,Popup Tip,New,"Перегруз"
encumbranceTip_title,,Popup Tip,New,"Если слишком много слотов в инвентаре заполнено, вы начинаете страдать от перегруза. Важно только общее число.\n\nНавык «Вьючный мул», а также положительные эффекты или предметы могут увеличить максимально доступные слоты."
farmingTip,,Popup Tip,EnChanged,"Используйте руки или любой инструмент для сбора культур. После приобретения необходимого уровня навыка «Житель земли» вы сможете извлекать семена из собираемых культур. Семена могут быть посажены только во вспаханную почву. Используйте клавишу вторичного действия, держа в руках садовую мотыгу, чтобы улучшить почву до пахотной почвы. Посадите семена на пахотной почве клавишей вторичного действия и увеличьте урожайность приобретением дополнительных уровней навыка."
farmingTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Сельское хозяйство"
firstAidTip,,Popup Tip,EnChanged,"Вылечите себя или остановите кровотечение, взяв в руки бинт, лечебный бинт, аптечку или пакет крови, используя клавишу основного действия. Лечите других, используя клавишу вторичного действия.\n\nИспользуйте бинты или медицинские наборы для восстановления максимума здоровья, который обозначен в виде чёрной полоски."
firstAidTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Первая помощь"
forgeTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Кузницы используются для плавки металлов и ресурсов, используемых в большинстве рецептов. Рецепты могут быть изготовлены только в кузнице из переплавленных ресурсов, а не из вашего инвентаря. Откройте больше рецептов, добавив наковальню, тигель или набор инструментов. Удерживайте E, чтобы подниматься рабочие станции в области вашего защитного блока."
forgeTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Кузницы"
generatorBankTip,,Popup Tip,,"генератор обеспечивает энергией электрические компоненты. Ему требуется как минимум один маленький двигатель для работы, но поставить можно шесть. Максимальная выходная энергия определяется количеством маленьких двигателей и их качеством. Генератор использует бензин в качестве топлива, который можно найти в добыче и купить у торговца или изготовить в химической лаборатории или на костре. Требуется инструмент электропроводки, чтобы добавлять и отрезать провода между электрическими компонентами."
generatorBankTip_title,,Popup Tip,,"Генератор"
gunAssemblyTip,,Popup Tip,EnChanged,"Для сборки оружия или моторизованных инструментов вы должны иметь все части в инвентаре и изучить схему. Собрать их можно, выбрав часть в инвентаре и нажав на кнопку «Собрать». Эти рецепты не будут отображаться в меню «Ремесло»."
gunAssemblyTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Сборка предметов"
harvestTip,,Popup Tip,EnChanged,"Используйте любое холодное оружие или оружие, как заточку из кости, для разделки животных. Используйте разводной ключ для разборки машин и механических предметов для добычи продвинутых ресурсов. Навыки могут увеличить количество собираемых ресурсов."
harvestTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Сбор ресурсов"
hotWeatherTip,,Popup Tip,EnChanged,"Если вы перегрелись, то можете бороться с этим, надев одежду, выпив определённые напитки и зайдя в помещение. Предметы с высоким показателем сопротивляемости теплу лучше и обеспечивают большую защиту от жаркой погоды. Вы можете проверить показатель сопротивляемости теплу предмета, осмотрев его."
hotWeatherTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Жаркая погода"
landClaimTip,,Popup Tip,,"Привязка земли даёт модификатор увеличения прочности всех блоков, находящихся в вашей зоне привязки. Этот модификатор прочности распространяется на все наносимые повреждения другими игроками. Вы сможете брать и перемещать электрические компоненты и рабочие станции внутри привязанной зоны.Электрические предметы, находящиеся за пределами зоны могут быть отрезаны и подсоединены незнакомцами. При размещении блока защиты вы увидите предварительную область охвата. Цвета следующие: ваша область - зелёный цвет, область ваших друзей - жёлтый, белый - ещё где-то, красный - нельзя ставить блок. Вы можете иметь только один активный блок защиты. Размещение другого будет дезактивировать предыдущий. Враги не будут возрождаться в охваченной области."
landClaimTip_title,,Popup Tip,,"Привязка земли"
meleeToolWireToolTip,,Popup Tip,,"Используйте инструмент электропроводки для соединения электрических компонентов. Первый компонент, к которому вы присоедините провод, будет родительским компонентом. Нацельтесь на какой-либо электрический компонент и используйте клавишу вторичного действия, чтобы добавить провод на этот компонент и ещё раз, чтобы завершить соединение со вторым компонентом. Нацельтесь на какой-либо компонент и используйте клавишу основного действия, чтобы удалить или отрезать провод от этого компонента, подключённого к родительскому компоненту. Пока у вас в руках инструмент электропроводки, вы можете видеть множество полезных вещей, в том числе: энергопотребление компонентов и текущее состояние энергии, поток энергии, который представлен в виде перебегающего импульса по проводам от родительского компонента к его дочернему, и область обзора самонаводящихся объектов."
meleeToolWireToolTip_title,,Popup Tip,,"Инструмент электропроводки"
miningTip,,Popup Tip,,"Во всех биомах есть железная руда и с небольшим шансом остальные руды. Каждый биом имеет преобладающую руду, которую можно найти в этом биоме ближе к коренной породе. Особые руды согласно биому: селитра - снежный и пустошь, свинец - сосновый лес, уголь - горельник, горючий сланец - пустыня. Валуны обычно расположены там, где жила находится близко к поверхности. Глинистую почву можно выкапывать практически везде."
miningTip_title,,Popup Tip,,"Горное дело"
onFireTip,,Popup Tip,New,"Некоторые виды оружия, зомби или части местности могут поджечь вас. Чтобы потушить огонь, вам нужно прыгнуть в воду и нырнуть, или «выпить» предмет, например бутылку воды. После выпитой воды вы будете невосприимчивы к возгорания в течение 10 секунд."
onFireTip_title,,Popup Tip,New,"В огне"
paintingTip,,Popup Tip,,"Используйте кисть и краску для преображения вашей базы по вашему усмотрению. Нацельтесь на какой-либо окрашиваемый блок и нажмите клавишу вторичного действия, чтобы покрасить поверхность, и клавишу основного действия, чтобы стереть краску с поверхности. Удерживайте клавишу перезарядки, чтобы увидеть дополнительные возможности покраски и сменить цвет на нужный. Откройте дополнительные группы краски, найдя и прочитав книги о покраске. В креативном режиме доступно больше возможностей покраски."
paintingTip_title,,Popup Tip,,"Покраска"
passthroughTriggeringTip,,Popup Tip,,"Любая комбинация из нажимных пластин, датчиков движения и растяжек использует пропускное срабатывание. Это задействует все напрямую подключённые пусковые компоненты, когда сработает родитель. Например, используйте это, окружив свою базу сетью растяжек и подключив их к сигнализации."
passthroughTriggeringTip_title,,Popup Tip,,"Пропускное срабатывание"
questTip,,Popup Tip,,"Торговцев можно найти в мире в поселениях «Белая река», отмеченных флагом и знаком Джоэла. Предметы можно покупать и продавать за жетоны казино «Герцог». Вы можете увидеть вашу общую сумму денежных средств в правом верхнем углу вашего инвентаря. Торговцы периодически пополняют ассортимент. У них также есть заначка, где вы можете посмотреть различные предметы. Некоторые предметы могут быть куплены или проданы только пачками. Торговцы ведут свой бизнес от рассвета до заката. Улучшайте навык обмена для лучшей выгоды от торговцев. Торговцы также могут давать вам задания."
questTip_title,,Popup Tip,,"Задания"
powerAttackTip,,Popup Tip,,"Используйте клавишу основного действия для атаки врагов и повреждения сооружений. Используйте клавишу вторичного действия, чтобы совершить мощную атаку, которая нанесёт больше урона, но затратит больше выносливости. Мощные атаки не работают с ремонтными инструментами, такими как каменные топоры и молотки."
powerAttackTip_title,,Popup Tip,,"Мощная атака"
skillPointTip,,Popup Tip,EnChanged,"Вы получили «очки навыков». Для того, чтобы потратить их, откройте ваш инвентарь и перейдите в меню «навыки», затем выделите нужный атрибут или навык и приобретите его. Навыки дают вам определённые способности, а более высокие уровни требуют определённых уровней атрибутов."
skillPointTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Трата очков умений"
solarBankTip,,Popup Tip,,"Солнечная панель обеспечивает энергией электрические компоненты. Ей требуется как минимум один солнечный элемент для работы, но поставить можно шесть. Максимальная выходная энергия определяется количеством установленных солнечных элементов и их качеством. Солнечная батарея вырабатывает энергию в течение дня, пока находится под прямыми солнечными лучами. Солнечные элементы можно купить у торговцев или найти в добыче. Требуется инструмент электропроводки, чтобы добавлять и отрезать провода между электрическими компонентами."
solarBankTip_title,,Popup Tip,,"Солнечная батарея"
